GlobalEventID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1_private_code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2_private_code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,Action_private_code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
952349171,20191021,201910,2019,2019.7973,,,,,,,,,,,TUR,TURKEY,TUR,,,,,,,,0,36,36,3,1,4.0,2,1,2,2.59593679458239,0,,,,,,,,4,"Fatih, Ankara, Turkey",TU,TU68,27528,39.9455,32.873000000000005,-776441,4,"Fatih, Ankara, Turkey",TU,TU68,27528,39.9455,32.873000000000005,-776441,20201020084500,https://www.hurriyetdailynews.com/restored-sections-of-harem-open-to-visitors-159277
952349172,20191021,201910,2019,2019.7973,,,,,,,,,,,TUR,TURKEY,TUR,,,,,,,,0,40,40,4,1,1.0,4,1,4,2.59593679458239,0,,,,,,,,4,"Fatih, Ankara, Turkey",TU,TU68,27528,39.9455,32.873000000000005,-776441,4,"Fatih, Ankara, Turkey",TU,TU68,27528,39.9455,32.873000000000005,-776441,20201020084500,https://www.hurriyetdailynews.com/restored-sections-of-harem-open-to-visitors-159277
952349173,20191021,201910,2019,2019.7973,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,17,17,1,1,0.0,2,1,2,-0.51085568326947,4,"Guancha, Guangdong, China",CH,CH30,13163,25.0816,113.96,11454189,0,,,,,,,,4,"Guancha, Guangdong, China",CH,CH30,13163,25.0816,113.96,11454189,20201020084500,https://www.businessinsider.in/international/news/chinese-military-beefs-up-coastal-forces-as-it-prepares-for-possible-invasion-of-taiwan/articleshow/78762923.cms
952349174,20191021,201910,2019,2019.7973,CHN,CHINA,CHN,,,,,,,,TWN,TAIWAN,TWN,,,,,,,,1,17,17,1,1,0.0,4,1,4,-0.51085568326947,4,"Guancha, Guangdong, China",CH,CH30,13163,25.0816,113.96,11454189,4,"Guancha, Guangdong, China",CH,CH30,13163,25.0816,113.96,11454189,4,"Guancha, Guangdong, China",CH,CH30,13163,25.0816,113.96,11454189,20201020084500,https://www.businessinsider.in/international/news/chinese-military-beefs-up-coastal-forces-as-it-prepares-for-possible-invasion-of-taiwan/articleshow/78762923.cms
952349175,20191021,201910,2019,2019.7973,GOV,PRESIDENT,,,,,,GOV,,,USA,PENNSYLVANIA,USA,,,,,,,,1,42,42,4,1,1.9,7,1,7,1.14942528735632,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20201020084500,https://www.fox43.com/article/news/politics/elections/vice-president-pence-calls-for-pennsylvanians-to-get-out-the-vote/521-2e5eeb50-4310-4148-a04b-a4bd392af258
952349176,20191021,201910,2019,2019.7973,GOV,PRESIDENT,,,,,,GOV,,,USAGOV,JOE BIDEN,USA,,,,,GOV,,,1,42,42,4,1,1.9,3,1,3,1.14942528735632,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20201020084500,https://www.fox43.com/article/news/politics/elections/vice-president-pence-calls-for-pennsylvanians-to-get-out-the-vote/521-2e5eeb50-4310-4148-a04b-a4bd392af258
952349177,20191021,201910,2019,2019.7973,MNCCAN,TESCO,CAN,,,,,MNC,,,,,,,,,,,,,1,70,70,7,2,7.0,10,1,10,3.42741935483871,4,"Linlithgow, West Lothian, United Kingdom",UK,UKW9,40176,55.9667,-3.6166699999999996,-2601187,0,,,,,,,,4,"Linlithgow, West Lothian, United Kingdom",UK,UKW9,40176,55.9667,-3.6166699999999996,-2601187,20201020084500,https://www.linlithgowgazette.co.uk/news/people/volunteers-needed-linlithgow-christmas-food-collection-3008653
952349178,20191021,201910,2019,2019.7973,MYS,MALAYSIA,MYS,,,,,,,,SGP,SINGAPORE,SGP,,,,,,,,0,43,43,4,1,2.8,6,1,6,-8.47457627118644,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Singapore,SN,SN,,1.366667,103.8,SN,20201020084500,https://www.straitstimes.com/singapore/courts-crime/lawyer-who-left-singapore-after-33m-went-missing-faces-19-more-charges-total
952349179,20191021,201910,2019,2019.7973,MYS,MALAYSIA,MYS,,,,,,,,SGP,SINGAPORE,SGP,,,,,,,,0,43,43,4,1,2.8,4,1,4,-8.47457627118644,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Singapore,SN,SN,,1.366667,103.8,SN,1,Singapore,SN,SN,,1.366667,103.8,SN,20201020084500,https://www.straitstimes.com/singapore/courts-crime/lawyer-who-left-singapore-after-33m-went-missing-faces-19-more-charges-total
952349180,20191021,201910,2019,2019.7973,SGP,SINGAPORE,SGP,,,,,,,,MYS,MALAYSIA,MYS,,,,,,,,0,42,42,4,1,1.9,3,1,3,-8.47457627118644,1,Singapore,SN,SN,,1.366667,103.8,SN,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,1,Singapore,SN,SN,,1.366667,103.8,SN,20201020084500,https://www.straitstimes.com/singapore/courts-crime/lawyer-who-left-singapore-after-33m-went-missing-faces-19-more-charges-total
